�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉,傖蝠捩杅
2016-08-18,'600510,窪警竣,8.66,8.85,8.6,8.63,8.62,0.04,0.464,0.8666,6893912,60017906.0,9067842916.5,6889226582.0,None
2016-08-17,'600510,窪警竣,8.62,8.66,8.55,8.64,8.67,-0.05,-0.5767,0.5177,4118260,35391101.0,9025959115.5,6857405674.0,None
2016-08-16,'600510,窪警竣,8.67,8.71,8.57,8.66,8.59,0.08,0.9313,0.6754,5372960,46455082.0,9078313866.75,6897181809.0,None
2016-08-15,'600510,窪警竣,8.59,8.63,8.3,8.35,8.36,0.23,2.7512,0.8198,6521564,55605605.0,8994546264.75,6833539993.0,None
2016-08-12,'600510,窪警竣,8.36,8.37,8.2,8.23,8.23,0.13,1.5796,0.564,4486493,37142159.0,8753714409.0,6650569772.0,None
2016-08-11,'600510,窪警竣,8.23,8.47,8.21,8.44,8.44,-0.21,-2.4882,0.5088,4047945,33715868.0,8617592055.75,6547151821.0,None
2016-08-10,'600510,窪警竣,8.44,8.5,8.37,8.43,8.45,-0.01,-0.1183,0.5528,4397748,37114531.0,8837482011.0,6714211588.0,None
2016-08-09,'600510,窪警竣,8.45,8.49,8.41,8.46,8.43,0.02,0.2372,0.6733,5356651,45272166.0,8847952961.25,6722166815.0,None
2016-08-08,'600510,窪警竣,8.43,8.44,8.26,8.32,8.34,0.09,1.0791,0.3929,3125923,26201775.0,8827011060.75,6706256361.0,None
2016-08-05,'600510,窪警竣,8.34,8.38,8.28,8.35,8.35,-0.01,-0.1198,0.489,3890214,32435238.0,8732772508.5,6634659318.0,None
2016-08-04,'600510,窪警竣,8.35,8.38,8.22,8.35,8.35,0.0,0.0,0.5776,4594716,38123516.0,8743243458.75,6642614545.0,None
2016-08-03,'600510,窪警竣,8.35,8.42,8.32,8.38,8.39,-0.04,-0.4768,0.3851,3063488,25620124.0,8743243458.75,6642614545.0,None
2016-08-02,'600510,窪警竣,8.39,8.48,8.3,8.4,8.39,0.0,0.0,0.3905,3106620,26006020.0,8785127259.75,6674435453.0,None
2016-08-01,'600510,窪警竣,8.39,8.4,8.11,8.4,8.39,0.0,0.0,0.4886,3887162,32025930.0,8785127259.75,6674435453.0,None
2016-07-29,'600510,窪警竣,8.39,8.46,8.33,8.43,8.45,-0.06,-0.7101,0.307,2441859,20505424.0,8785127259.75,6674435453.0,None
2016-07-28,'600510,窪警竣,8.45,8.51,8.31,8.36,8.39,0.06,0.7151,0.5024,3996993,33639277.0,8847952961.25,6722166815.0,None
2016-07-27,'600510,窪警竣,8.39,8.95,8.33,8.95,8.93,-0.54,-6.047,1.0769,8566725,73739303.0,8785127259.75,6674435453.0,None
2016-07-26,'600510,窪警竣,8.93,8.94,8.79,8.82,8.83,0.1,1.1325,0.4697,3736454,33223531.0,9350558573.25,7104017711.0,None
2016-07-25,'600510,窪警竣,8.83,8.88,8.7,8.81,8.8,0.03,0.3409,0.3828,3045403,26815445.0,9245849070.75,7024465441.0,None
2016-07-22,'600510,窪警竣,8.8,8.9,8.75,8.85,8.88,-0.08,-0.9009,0.5082,4042793,35662156.0,9214436220.0,7000599760.0,None
2016-07-21,'600510,窪警竣,8.88,8.96,8.8,8.86,8.82,0.06,0.6803,0.6581,5235230,46517622.0,9298203822.0,7064241576.0,None
2016-07-20,'600510,窪警竣,8.82,8.94,8.81,8.88,8.88,-0.06,-0.6757,0.6517,5184625,45961607.0,9235378120.5,7016510214.0,None
2016-07-19,'600510,窪警竣,8.88,9.0,8.74,8.95,8.99,-0.11,-1.2236,1.0673,8490528,74954505.0,9298203822.0,7064241576.0,None
2016-07-18,'600510,窪警竣,8.99,9.14,8.92,9.06,8.95,0.04,0.4469,1.2413,9874582,88959359.0,9413384274.75,7151749073.0,None
2016-07-15,'600510,窪警竣,8.95,9.16,8.9,9.1,9.11,-0.16,-1.7563,0.8428,6704809,60683349.0,9371500473.75,7119928165.0,None
2016-07-14,'600510,窪警竣,9.11,9.27,9.0,9.23,9.22,-0.11,-1.1931,0.719,5719663,52244903.0,9539035677.75,7247211797.0,None
2016-07-13,'600510,窪警竣,9.22,9.31,9.1,9.31,9.22,0.0,0.0,0.7211,5736259,52772298.0,9654216130.5,7334719294.0,None
2016-07-12,'600510,窪警竣,9.22,9.29,9.06,9.2,9.3,-0.08,-0.8602,0.9843,7830553,71853662.0,9654216130.5,7334719294.0,None
2016-07-11,'600510,窪警竣,9.3,9.4,8.85,8.93,8.94,0.36,4.0268,1.1753,9349880,85174666.0,9737983732.5,7398361110.0,None
2016-07-08,'600510,窪警竣,8.94,8.98,8.81,8.88,8.97,-0.03,-0.3344,0.5213,4147181,36905798.0,9361029523.5,7111972938.0,None
2016-07-07,'600510,XD窪警竣,8.97,8.99,8.72,8.91,8.92,0.05,0.5605,0.6078,4835399,42895254.0,9392442374.25,7135838619.0,None
2016-07-06,'600510,窪警竣,9.0,9.15,8.88,9.03,9.04,-0.04,-0.4425,0.8267,6576880,59324160.0,9423855225.0,7159704300.0,None
2016-07-05,'600510,窪警竣,9.04,9.06,8.82,8.88,8.92,0.12,1.3453,0.7496,5962924,53118464.0,9465739026.0,7191525208.0,None
2016-07-04,'600510,窪警竣,8.92,8.96,8.57,8.66,8.67,0.25,2.8835,0.9318,7412650,65588391.0,9340087623.0,7096062484.0,None
2016-07-01,'600510,窪警竣,8.67,8.78,8.6,8.66,8.72,-0.05,-0.5734,0.7184,5715084,49546637.0,9078313866.75,6897181809.0,None
2016-06-30,'600510,窪警竣,8.72,8.8,8.67,8.68,8.62,0.1,1.1601,0.8923,7098294,62112485.0,9130668618.0,6936957944.0,None
2016-06-29,'600510,窪警竣,8.62,8.73,8.58,8.7,8.72,-0.1,-1.1468,0.7565,6017734,52042467.0,9025959115.5,6857405674.0,None
2016-06-28,'600510,窪警竣,8.72,8.84,8.53,8.64,8.75,-0.03,-0.3429,1.0369,8248717,71495761.0,9130668618.0,6936957944.0,None
2016-06-27,'600510,窪警竣,8.75,8.86,8.56,8.66,8.59,0.16,1.8626,0.8865,7051942,61451337.0,9162081468.75,6960823625.0,None
2016-06-24,'600510,窪警竣,8.59,8.88,8.36,8.8,8.87,-0.28,-3.1567,1.3749,10937747,94593677.0,8994546264.75,6833539993.0,None
2016-06-23,'600510,窪警竣,8.87,8.99,8.49,8.5,8.53,0.34,3.9859,1.6946,13481293,118231479.0,9287732871.75,7056286349.0,None
2016-06-22,'600510,窪警竣,8.53,8.58,8.37,8.38,8.47,0.06,0.7084,0.8071,6420988,54506947.0,8931720563.25,6785808631.0,None
2016-06-21,'600510,窪警竣,8.47,8.68,8.43,8.45,8.63,-0.16,-1.854,1.5547,12367658,105629893.0,8868894861.75,6738077269.0,None
2016-06-20,'600510,窪警竣,8.63,8.69,8.44,8.69,7.9,0.73,9.2405,3.2669,25989193,224516573.0,9036430065.75,6865360901.0,None
2016-06-17,'600510,窪警竣,7.9,7.96,7.8,7.82,7.75,0.15,1.9355,0.5235,4164795,32876976.0,8272050697.5,6284629330.0,None
2016-06-16,'600510,窪警竣,7.75,7.96,7.73,7.93,7.94,-0.19,-2.3929,0.5188,4127256,32398653.0,8114986443.75,6165300925.0,None
2016-06-15,'600510,窪警竣,7.94,7.96,7.63,7.7,7.77,0.17,2.1879,0.5552,4417084,34842356.0,8313934498.5,6316450238.0,None
2016-06-14,'600510,窪警竣,7.77,7.86,7.62,7.65,7.69,0.08,1.0403,0.5058,4023698,31192036.0,8135928344.25,6181211379.0,None
2016-06-13,'600510,窪警竣,7.69,7.96,7.67,7.75,7.99,-0.3,-3.7547,0.5515,4387270,34271372.0,8052160742.25,6117569563.0,None
2016-06-08,'600510,窪警竣,7.99,8.04,7.89,8.03,8.04,-0.05,-0.6219,0.3937,3131827,24969520.0,8366289249.75,6356226373.0,None
2016-06-07,'600510,窪警竣,8.04,8.18,8.0,8.17,8.18,-0.14,-1.7115,0.7357,5852442,47122793.0,8418644001.0,6396002508.0,None
2016-06-06,'600510,窪警竣,8.18,8.27,8.09,8.18,8.27,-0.09,-1.0883,0.8461,6730646,54929206.0,8565237304.5,6507375686.0,None
2016-06-03,'600510,窪警竣,8.27,8.32,8.0,8.01,8.03,0.24,2.9888,0.988,7859806,64245568.0,8659475856.75,6578972729.0,None
2016-06-02,'600510,窪警竣,8.03,8.05,7.93,8.03,8.04,-0.01,-0.1244,0.546,4343672,34704408.0,8408173050.75,6388047281.0,None
2016-06-01,'600510,窪警竣,8.04,8.06,7.97,8.03,8.01,0.03,0.3745,0.58,4614386,36977900.0,8418644001.0,6396002508.0,None
2016-05-31,'600510,窪警竣,8.01,8.02,7.62,7.7,7.7,0.31,4.026,0.8145,6479650,51221147.0,8387231150.25,6372136827.0,None
2016-05-30,'600510,窪警竣,7.7,7.73,7.53,7.66,7.69,0.01,0.13,0.3441,2737579,20927520.0,8062631692.5,6125524790.0,None
2016-05-27,'600510,窪警竣,7.69,7.74,7.57,7.66,7.7,-0.01,-0.1299,0.3423,2723057,20868412.0,8052160742.25,6117569563.0,None
2016-05-26,'600510,窪警竣,7.7,7.73,7.44,7.66,7.68,0.02,0.2604,0.348,2768459,20929505.0,8062631692.5,6125524790.0,None
2016-05-25,'600510,窪警竣,7.68,7.84,7.66,7.78,7.78,-0.1,-1.2853,0.2679,2130972,16535129.0,8041689792.0,6109614336.0,None
2016-05-24,'600510,窪警竣,7.78,7.86,7.72,7.73,7.8,-0.02,-0.2564,0.3675,2923647,22765123.0,8146399294.5,6189166606.0,None
2016-05-23,'600510,窪警竣,7.8,7.82,7.68,7.68,7.73,0.07,0.9056,0.2999,2386077,18555574.0,8167341195.0,6205077060.0,None
2016-05-20,'600510,窪警竣,7.73,7.74,7.58,7.67,7.68,0.05,0.651,0.2486,1977861,15180408.0,8094044543.25,6149390471.0,None
2016-05-19,'600510,窪警竣,7.68,7.8,7.56,7.62,7.59,0.09,1.1858,0.4692,3732502,28725168.0,8041689792.0,6109614336.0,None
2016-05-18,'600510,窪警竣,7.59,7.77,7.5,7.62,7.7,-0.11,-1.4286,0.4847,3855958,29276804.0,7947451239.75,6038017293.0,None
2016-05-17,'600510,窪警竣,7.7,7.84,7.62,7.78,7.77,-0.07,-0.9009,0.378,3007197,23242312.0,8062631692.5,6125524790.0,None
2016-05-16,'600510,窪警竣,7.77,7.77,7.5,7.68,7.7,0.07,0.9091,0.3529,2807494,21502374.0,8135928344.25,6181211379.0,None
2016-05-13,'600510,窪警竣,7.7,7.85,7.61,7.72,7.77,-0.07,-0.9009,0.3238,2576205,19955015.0,8062631692.5,6125524790.0,None
2016-05-12,'600510,窪警竣,7.77,7.83,7.43,7.62,7.67,0.1,1.3038,0.3635,2891473,22065675.0,8135928344.25,6181211379.0,None
2016-05-11,'600510,窪警竣,7.67,7.9,7.62,7.78,7.77,-0.1,-1.287,0.4327,3442125,26744092.0,8031218841.75,6101659109.0,None
2016-05-10,'600510,窪警竣,7.77,7.82,7.6,7.6,7.57,0.2,2.642,0.5907,4699283,36275290.0,8135928344.25,6181211379.0,None
2016-05-09,'600510,窪警竣,7.57,7.97,7.54,7.97,8.04,-0.47,-5.8458,0.7155,5691769,43925007.0,7926509339.25,6022106839.0,None
2016-05-06,'600510,窪警竣,8.04,8.42,8.03,8.4,8.44,-0.4,-4.7393,0.8579,6825031,56076010.0,8418644001.0,6396002508.0,None
2016-05-05,'600510,窪警竣,8.44,8.45,8.27,8.35,8.33,0.11,1.3205,0.6248,4970694,41651746.0,8837482011.0,6714211588.0,None
2016-05-04,'600510,窪警竣,8.33,8.43,8.24,8.25,8.3,0.03,0.3614,0.7747,6163121,51423096.0,8722301558.25,6626704091.0,None
2016-05-03,'600510,窪警竣,8.3,8.33,8.01,8.06,8.12,0.18,2.2167,0.8217,6537207,53804862.0,8690888707.5,6602838410.0,None
2016-04-29,'600510,窪警竣,8.12,8.18,8.07,8.14,8.14,-0.02,-0.2457,0.4692,3732451,30333835.0,8502411603.0,6459644324.0,None
2016-04-28,'600510,窪警竣,8.14,8.26,8.08,8.26,8.26,-0.12,-1.4528,0.7123,5666385,46144698.0,8523353503.5,6475554778.0,None
2016-04-27,'600510,窪警竣,8.26,8.39,8.23,8.35,8.35,-0.09,-1.0778,0.5282,4201786,34908798.0,8649004906.5,6571017502.0,None
2016-04-26,'600510,窪警竣,8.35,8.36,8.19,8.19,8.15,0.2,2.454,0.6597,5248431,43451393.0,8743243458.75,6642614545.0,None
2016-04-25,'600510,窪警竣,8.15,8.29,8.07,8.26,8.28,-0.13,-1.57,0.5267,4190186,34254298.0,8533824453.75,6483510005.0,None
2016-04-22,'600510,窪警竣,8.28,8.29,8.09,8.18,8.16,0.12,1.4706,0.5918,4708235,38566085.0,8669946807.0,6586927956.0,None
2016-04-21,'600510,窪警竣,8.16,8.34,8.1,8.18,8.23,-0.07,-0.8505,0.8957,7125673,58668222.0,8544295404.0,6491465232.0,None
2016-04-20,'600510,窪警竣,8.23,8.88,8.06,8.81,8.84,-0.61,-6.9005,1.6063,12778752,107938331.0,8617592055.75,6547151821.0,None
2016-04-19,'600510,窪警竣,8.84,9.07,8.73,8.88,8.88,-0.04,-0.4505,0.8391,6675552,59253706.0,9256320021.0,7032420668.0,None
2016-04-18,'600510,窪警竣,8.88,9.19,8.81,9.07,9.16,-0.28,-3.0568,1.0373,8251692,74093048.0,9298203822.0,7064241576.0,None
2016-04-15,'600510,窪警竣,9.16,9.18,9.03,9.15,9.13,0.03,0.3286,1.0971,8727840,79361220.0,9591390429.0,7286987932.0,None
2016-04-14,'600510,窪警竣,9.13,9.29,9.01,9.27,9.24,-0.11,-1.1905,1.3741,10931167,99747340.0,9559977578.25,7263122251.0,None
2016-04-13,'600510,窪警竣,9.24,9.5,9.21,9.36,9.36,-0.12,-1.2821,1.802,14335143,134195875.0,9675158031.0,7350629748.0,None
2016-04-12,'600510,窪警竣,9.36,9.47,9.0,9.2,9.47,-0.11,-1.1616,2.1382,17009786,156250218.0,9800809434.0,7446092472.0,None
2016-04-11,'600510,窪警竣,9.47,9.56,8.78,8.95,8.99,0.48,5.3393,3.2105,25540644,232612420.0,9915989886.75,7533599969.0,None
2016-04-08,'600510,窪警竣,8.99,9.05,8.25,8.33,8.39,0.6,7.1514,2.6912,21409151,186117411.0,9413384274.75,7151749073.0,None
2016-04-07,'600510,窪警竣,8.39,8.62,8.26,8.53,8.58,-0.19,-2.2145,1.0636,8461178,71008577.0,8785127259.75,6674435453.0,None
2016-04-06,'600510,窪警竣,8.58,8.7,8.29,8.41,8.5,0.08,0.9412,1.1954,9509977,80401092.0,8984075314.5,6825584766.0,None
2016-04-05,'600510,窪警竣,8.5,8.59,8.13,8.17,8.19,0.31,3.7851,1.3928,11080071,92857054.0,8900307712.5,6761942950.0,None
2016-04-01,'600510,窪警竣,8.19,8.33,8.0,8.27,8.37,-0.18,-2.1505,1.0369,8248715,67157661.0,8575708254.75,6515330913.0,None
2016-03-31,'600510,窪警竣,8.37,8.45,8.12,8.12,8.12,0.25,3.0788,1.3679,10881843,90264061.0,8764185359.25,6658524999.0,None
2016-03-30,'600510,窪警竣,8.12,8.14,7.92,7.94,7.88,0.24,3.0457,0.6221,4949251,39786772.0,8502411603.0,6459644324.0,None
2016-03-29,'600510,窪警竣,7.88,8.13,7.75,8.06,8.13,-0.25,-3.075,0.716,5695972,45181869.0,8251108797.0,6268718876.0,None
2016-03-28,'600510,窪警竣,8.13,8.32,8.08,8.21,8.22,-0.09,-1.0949,0.9273,7376746,60543689.0,8512882553.25,6467599551.0,None
2016-03-25,'600510,窪警竣,8.22,8.23,8.07,8.09,8.09,0.13,1.6069,0.5601,4456078,36345027.0,8607121105.5,6539196594.0,None
2016-03-24,'600510,窪警竣,8.09,8.24,8.06,8.24,8.31,-0.22,-2.6474,0.7223,5746103,46952297.0,8470998752.25,6435778643.0,None
2016-03-23,'600510,窪警竣,8.31,8.41,8.21,8.26,8.25,0.06,0.7273,0.7636,6074324,50515121.0,8701359657.75,6610793637.0,None
2016-03-22,'600510,窪警竣,8.25,8.35,8.2,8.33,8.4,-0.15,-1.7857,0.8865,7052132,58347763.0,8638533956.25,6563062275.0,None
2016-03-21,'600510,窪警竣,8.4,8.49,8.2,8.33,8.26,0.14,1.6949,1.1548,9186902,76574577.0,8795598210.0,6682390680.0,None
2016-03-18,'600510,窪警竣,8.26,8.28,7.97,7.98,7.95,0.31,3.8994,1.1769,9362120,76087182.0,8649004906.5,6571017502.0,None
2016-03-17,'600510,窪警竣,7.95,7.99,7.71,7.76,7.76,0.19,2.4485,0.9747,7753999,61251472.0,8324405448.75,6324405465.0,None
2016-03-16,'600510,窪警竣,7.76,7.83,7.61,7.66,7.69,0.07,0.9103,0.6568,5225084,40406840.0,8125457394.0,6173256152.0,None
2016-03-15,'600510,窪警竣,7.69,7.89,7.67,7.8,7.86,-0.17,-2.1628,0.586,4661757,36182533.0,8052160742.25,6117569563.0,None
2016-03-14,'600510,窪警竣,7.86,7.87,7.54,7.55,7.47,0.39,5.2209,0.9159,7286056,56454212.0,8230166896.5,6252808422.0,None
2016-03-11,'600510,窪警竣,7.47,7.59,7.37,7.4,7.48,-0.01,-0.1337,0.4025,3202169,23944462.0,7821799836.75,5942554569.0,None
2016-03-10,'600510,窪警竣,7.48,7.84,7.47,7.56,7.65,-0.17,-2.2222,0.4153,3303858,25147834.0,7832270787.0,5950509796.0,None
2016-03-09,'600510,窪警竣,7.65,7.85,7.56,7.69,7.91,-0.26,-3.287,0.4689,3729871,28746180.0,8010276941.25,6085748655.0,None
2016-03-08,'600510,窪警竣,7.91,8.04,7.53,8.04,8.1,-0.19,-2.3457,0.8325,6622955,51379579.0,8282521647.75,6292584557.0,None
2016-03-07,'600510,窪警竣,8.1,8.17,7.72,7.86,7.67,0.43,5.6063,1.0006,7960163,63330184.0,8481469702.5,6443733870.0,None
2016-03-04,'600510,窪警竣,7.67,8.06,7.52,7.95,7.87,-0.2,-2.5413,0.943,7501642,58668755.0,8031218841.75,6101659109.0,None
2016-03-03,'600510,窪警竣,7.87,8.24,7.84,8.0,7.9,-0.03,-0.3797,1.0852,8632958,69462563.0,8240637846.75,6260763649.0,None
2016-03-02,'600510,窪警竣,7.9,7.9,7.16,7.19,7.18,0.72,10.0279,0.9864,7846971,59569101.0,8272050697.5,6284629330.0,None
2016-03-01,'600510,窪警竣,7.18,7.22,6.98,7.01,7.0,0.18,2.5714,0.5763,4584438,32694859.0,7518142279.5,5711852986.0,None
2016-02-29,'600510,窪警竣,7.0,7.42,6.76,7.42,7.42,-0.42,-5.6604,0.738,5871086,41151558.0,7329665175.0,5568658900.0,None
2016-02-26,'600510,窪警竣,7.42,7.63,7.22,7.5,7.47,-0.05,-0.6693,0.5511,4383792,32719530.0,7769445085.5,5902778434.0,None
2016-02-25,'600510,窪警竣,7.47,8.29,7.47,8.29,8.3,-0.83,-10.0,0.7792,6198324,48535355.0,7821799836.75,5942554569.0,None
2016-02-24,'600510,窪警竣,8.3,8.31,8.02,8.18,8.18,0.12,1.467,0.6221,4949309,40604886.0,8690888707.5,6602838410.0,None
2016-02-23,'600510,窪警竣,8.18,8.37,8.05,8.23,8.3,-0.12,-1.4458,0.6175,4911993,40336766.0,8565237304.5,6507375686.0,None
2016-02-22,'600510,窪警竣,8.3,8.54,8.25,8.5,8.1,0.2,2.4691,0.8723,6939092,58012437.0,8690888707.5,6602838410.0,None
2016-02-19,'600510,窪警竣,8.1,8.15,8.0,8.02,8.06,0.04,0.4963,0.5277,4198292,33943599.0,8481469702.5,6443733870.0,None
2016-02-18,'600510,窪警竣,8.06,8.29,8.04,8.13,8.11,-0.05,-0.6165,0.8484,6748931,54943731.0,8439585901.5,6411912962.0,None
2016-02-17,'600510,窪警竣,8.11,8.13,7.91,8.02,8.08,0.03,0.3713,0.7892,6278530,50495828.0,8491940652.75,6451689097.0,None
2016-02-16,'600510,窪警竣,8.08,8.13,7.73,7.73,7.73,0.35,4.5278,0.6669,5305578,42474478.0,8460527802.0,6427823416.0,None
2016-02-15,'600510,窪警竣,7.73,7.85,7.5,7.5,7.66,0.07,0.9138,0.4617,3672799,28079968.0,8094044543.25,6149390471.0,None
2016-02-05,'600510,窪警竣,7.66,7.86,7.57,7.59,7.58,0.08,1.0554,0.6759,5377324,41584239.0,8020747891.5,6093703882.0,None
2016-02-04,'600510,窪警竣,7.58,7.75,7.37,7.39,7.43,0.15,2.0188,0.7318,5821504,44243018.0,7936980289.5,6030062066.0,None
2016-02-03,'600510,窪警竣,7.43,7.48,7.24,7.3,7.39,0.04,0.5413,0.6294,5006903,36750974.0,7779916035.75,5910733661.0,None
2016-02-02,'600510,窪警竣,7.39,7.48,7.11,7.16,7.13,0.26,3.6466,0.5787,4603625,33806864.0,7738032234.75,5878912753.0,None
2016-02-01,'600510,窪警竣,7.13,7.34,7.05,7.13,7.11,0.02,0.2813,0.7172,5705282,40865911.0,7465787528.25,5672076851.0,None
2016-01-29,'600510,窪警竣,7.11,7.25,6.8,6.81,6.8,0.31,4.5588,0.8196,6519811,45967334.0,7444845627.75,5656166397.0,None
2016-01-28,'600510,窪警竣,6.8,7.27,6.78,7.2,7.33,-0.53,-7.2306,0.7595,6041715,42606701.0,7120246170.0,5409554360.0,None
2016-01-27,'600510,窪警竣,7.33,7.74,6.88,7.65,7.61,-0.28,-3.6794,1.2102,9627363,69937498.0,7675206533.25,5831181391.0,None
2016-01-26,'600510,窪警竣,7.61,8.37,7.61,8.37,8.46,-0.85,-10.0473,0.898,7144135,56878786.0,7968393140.25,6053927747.0,None
2016-01-25,'600510,窪警竣,8.46,8.56,8.32,8.42,8.38,0.08,0.9547,0.4134,3289043,27815758.0,8858423911.5,6730122042.0,None
2016-01-22,'600510,窪警竣,8.38,8.59,8.11,8.3,8.23,0.15,1.8226,0.5216,4149551,34569452.0,8774656309.5,6666480226.0,None
2016-01-21,'600510,窪警竣,8.23,8.71,8.21,8.31,8.69,-0.46,-5.2934,0.9121,7255966,61454195.0,8617592055.75,6547151821.0,None
2016-01-20,'600510,窪警竣,8.69,8.95,8.59,8.8,8.85,-0.16,-1.8079,0.8796,6997757,61408294.0,9099255767.25,6913092263.0,None
2016-01-19,'600510,窪警竣,8.85,8.97,8.5,8.56,8.64,0.21,2.4306,1.1602,9229515,80770334.0,9266790971.25,7040375895.0,None
2016-01-18,'600510,窪警竣,8.64,8.8,8.3,8.4,8.8,-0.16,-1.8182,1.1984,9533432,81870467.0,9046901016.0,6873316128.0,None
