�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉,傖蝠捩杅
2016-06-30,'300093,踢試產薛,23.69,23.95,22.82,23.03,23.0,0.69,3.0,5.6972,12264344,288632221.02,5117040000.0,5099769990.0,10381
2016-06-29,'300093,踢試產薛,23.0,23.45,22.8,23.4,23.21,-0.21,-0.9048,3.3275,7163186,164836549.07,4968000000.0,4951233000.0,5489
2016-06-28,'300093,踢試產薛,23.21,23.33,22.5,22.5,22.76,0.45,1.9772,4.5639,9824790,226129850.48,5013360000.0,4996439910.0,7456
2016-06-27,'300093,踢試產薛,22.76,22.98,21.81,21.9,22.16,0.6,2.7076,3.508,7551713,170088557.47,4916160000.0,4899567960.0,5118
2016-06-24,'300093,踢試產薛,22.16,22.93,21.47,22.78,22.7,-0.54,-2.3789,3.4657,7460706,166564810.46,4786560000.0,4770405360.0,5875
2016-06-23,'300093,踢試產薛,22.7,23.08,22.4,22.85,22.94,-0.24,-1.0462,2.6708,5749524,130916672.6,4903200000.0,4886651700.0,4391
2016-06-22,'300093,踢試產薛,22.94,22.98,22.3,22.35,22.35,0.59,2.6398,2.7662,5954792,134767070.21,4955040000.0,4938316740.0,4270
2016-06-21,'300093,踢試產薛,22.35,23.14,22.25,23.0,22.62,-0.27,-1.1936,2.9334,6314739,143951871.74,4827600000.0,4811306850.0,4734
2016-06-20,'300093,踢試產薛,22.62,22.8,22.15,22.8,22.74,-0.12,-0.5277,2.5949,5586000,125434840.8,4885920000.0,4869430020.0,4454
2016-06-17,'300093,踢試產薛,22.74,23.29,22.64,22.77,22.71,0.03,0.1321,2.5889,5573079,127810783.11,4911840000.0,4895262540.0,4333
2016-06-16,'300093,踢試產薛,22.71,23.35,22.55,23.3,23.23,-0.52,-2.2385,3.2744,7048779,161269324.11,4905360000.0,4888804410.0,5994
2016-06-15,'300093,踢試產薛,23.23,23.44,22.08,22.25,22.4,0.83,3.7054,3.2454,6986492,161065113.87,5017680000.0,5000745330.0,5535
2016-06-14,'300093,踢試產薛,22.4,22.77,22.02,22.03,22.28,0.12,0.5386,1.9917,4287483,96032302.35,4838400000.0,4822070400.0,4318
2016-06-13,'300093,踢試產薛,22.28,23.74,22.28,23.18,24.18,-1.9,-7.8577,3.6047,7759925,180162325.06,4812480000.0,4796237880.0,6762
2016-06-08,'300093,踢試產薛,24.18,24.57,23.85,24.41,24.87,-0.69,-2.7744,3.4337,7391686,178547631.24,5222880000.0,5205252780.0,6739
2016-06-07,'300093,踢試產薛,24.87,25.39,24.72,25.39,25.17,-0.3,-1.1919,3.1689,6821719,170065208.06,5371920000.0,5353789770.0,5420
2016-06-06,'300093,踢試產薛,25.17,25.35,24.81,24.99,24.9,0.27,1.0843,3.759,8092132,202908825.85,5436720000.0,5418371070.0,6800
2016-06-03,'300093,踢試產薛,24.9,25.29,24.78,25.0,25.37,-0.47,-1.8526,4.8114,10357592,258709075.6,5378400000.0,5360247900.0,9332
2016-06-02,'300093,踢試產薛,25.37,25.98,23.9,23.9,23.96,1.41,5.8848,6.9962,15060897,377697078.03,5479920000.0,5461425270.0,12048
2016-06-01,'300093,踢試產薛,23.96,24.59,23.9,23.97,23.89,0.07,0.293,4.1906,9021122,218603411.11,5175360000.0,5157893160.0,7451
2016-05-31,'300093,踢試產薛,23.89,23.94,22.5,22.7,22.5,1.39,6.1778,4.9306,10614077,249454877.85,5160240000.0,5142824190.0,7792
2016-05-30,'300093,踢試產薛,22.5,23.0,22.0,23.0,23.14,-0.64,-2.7658,3.1544,6790433,152970566.6,4860000000.0,4843597500.0,5761
2016-05-27,'300093,踢試產薛,23.14,23.72,22.97,23.25,23.16,-0.02,-0.0864,3.177,6839184,160105337.32,4998240000.0,4981370940.0,6406
2016-05-26,'300093,踢試產薛,23.16,23.25,22.17,23.0,23.09,0.07,0.3032,3.3445,7199825,163325424.41,5002560000.0,4985676360.0,6505
2016-05-25,'300093,踢試產薛,23.09,24.15,22.97,23.97,23.8,-0.71,-2.9832,3.9189,8436336,198660065.54,4987440000.0,4970607390.0,7297
2016-05-24,'300093,踢試產薛,23.8,24.18,23.11,23.5,23.5,0.3,1.2766,3.6727,7906232,186482092.11,5140800000.0,5123449800.0,7560
2016-05-23,'300093,踢試產薛,23.5,24.05,23.31,23.9,23.5,0.0,0.0,4.3949,9460936,223504137.33,5076000000.0,5058868500.0,7906
2016-05-20,'300093,踢試產薛,23.5,23.7,22.03,22.58,22.53,0.97,4.3054,4.9787,10717726,246002455.48,5076000000.0,5058868500.0,10134
2016-05-19,'300093,踢試產薛,22.53,23.19,22.0,22.0,22.04,0.49,2.2232,4.7158,10151807,230412764.34,4866480000.0,4850055630.0,9341
2016-05-18,'300093,踢試產薛,22.04,23.0,21.69,23.0,24.1,-2.06,-8.5477,5.7807,12444101,278260207.42,4760640000.0,4744572840.0,12375
2016-05-17,'300093,踢試產薛,24.1,24.98,23.8,24.78,23.62,0.48,2.0322,9.1952,19794657,482467734.73,5205600000.0,5188031100.0,16752
2016-05-16,'300093,踢試產薛,23.62,23.62,22.3,22.68,21.47,2.15,10.014,5.3987,11621810,270069392.95,5101920000.0,5084701020.0,7089
2016-05-13,'300093,踢試產薛,21.47,22.38,21.15,21.8,21.9,-0.43,-1.9635,4.6008,9904113,216372522.39,4637520000.0,4621868370.0,8058
2016-05-12,'300093,踢試產薛,21.9,22.87,21.06,21.34,22.99,-1.09,-4.7412,6.5856,14176874,308133249.12,4730400000.0,4714434900.0,11354
2016-05-11,'300093,踢試產薛,22.99,24.49,22.99,24.49,25.54,-2.55,-9.9843,10.6655,22959673,535530697.59,4965840000.0,4949080290.0,15952
2016-05-10,'300093,踢試產薛,25.54,26.08,25.33,25.65,25.4,0.14,0.5512,3.3428,7196111,184633764.08,5516640000.0,5498021340.0,6411
2016-05-09,'300093,踢試產薛,25.4,27.22,25.21,27.02,27.77,-2.37,-8.5344,5.4757,11787508,306002079.56,5486400000.0,5467883400.0,9831
2016-05-06,'300093,踢試產薛,27.77,29.9,26.83,29.46,29.46,-1.69,-5.7366,8.7729,18885609,531542497.37,5998320000.0,5978075670.0,16091
2016-05-05,'300093,踢試產薛,29.46,29.68,28.78,29.0,29.18,0.28,0.9596,5.6717,12209538,357189199.1,6363360000.0,6341883660.0,10155
2016-05-04,'300093,踢試產薛,29.18,30.26,28.5,28.72,28.79,0.39,1.3546,7.7597,16704400,491657152.29,6302880000.0,6281607780.0,15368
2016-05-03,'300093,踢試產薛,28.79,29.38,27.2,27.29,27.54,1.25,4.5389,6.4519,13888977,396255977.76,6218640000.0,6197652090.0,11741
2016-04-29,'300093,踢試產薛,27.54,28.19,27.27,27.72,28.07,-0.53,-1.8881,5.1046,10988776,304688392.2,5948640000.0,5928563340.0,10647
2016-04-28,'300093,踢試產薛,28.07,28.5,26.0,26.38,26.4,1.67,6.3258,8.1642,17575250,474606312.25,6063120000.0,6042656970.0,14197
2016-04-27,'300093,踢試產薛,26.4,27.1,25.86,26.21,26.52,-0.12,-0.4525,4.9112,10572384,279501430.82,5702400000.0,5683154400.0,8790
2016-04-26,'300093,踢試產薛,26.52,27.8,25.78,26.85,26.39,0.13,0.4926,5.9355,12777509,340692933.5,5728320000.0,5708986920.0,11055
2016-04-25,'300093,踢試產薛,26.39,27.0,25.92,27.0,27.17,-0.78,-2.8708,3.7537,8080717,213486530.27,5700240000.0,5681001690.0,6363
2016-04-22,'300093,踢試產薛,27.17,27.2,25.26,25.6,25.72,1.45,5.6376,5.5881,12029616,316454642.29,5868720000.0,5848913070.0,9035
2016-04-21,'300093,踢試產薛,25.72,27.5,25.56,27.43,27.15,-1.43,-5.267,5.0577,10887700,290042354.69,5555520000.0,5536770120.0,8367
2016-04-20,'300093,踢試產薛,27.15,29.5,26.08,28.79,28.54,-1.39,-4.8704,7.5209,16190308,450261063.31,5864400000.0,5844607650.0,13610
2016-04-19,'300093,踢試產薛,28.54,29.0,28.12,28.87,28.85,-0.31,-1.0745,5.3759,11572859,330206395.98,6164640000.0,6143834340.0,9865
2016-04-18,'300093,踢試產薛,28.85,29.68,28.01,29.3,29.85,-1.0,-3.3501,6.504,14001143,403843452.47,6231600000.0,6210568350.0,13010
2016-04-15,'300093,踢試產薛,29.85,30.4,27.53,27.76,27.95,1.9,6.7979,10.1864,21928265,636055319.3,6447600000.0,6425839350.0,18309
2016-04-14,'300093,踢試產薛,27.95,28.6,27.12,27.66,27.53,0.42,1.5256,8.8468,19044665,533406671.29,6037200000.0,6016824450.0,15328
2016-04-13,'300093,踢試產薛,27.53,28.3,26.03,26.1,25.73,1.8,6.9957,11.4565,24662477,673393298.25,5946480000.0,5926410630.0,17032
2016-04-12,'300093,踢試產薛,25.73,25.8,24.88,24.92,25.16,0.57,2.2655,4.8143,10363833,262928411.62,5557680000.0,5538922830.0,8308
2016-04-11,'300093,踢試產薛,25.16,25.78,24.66,24.68,24.5,0.66,2.6939,3.9967,8603672,217579805.66,5434560000.0,5416218360.0,7461
2016-04-08,'300093,踢試產薛,24.5,24.85,24.0,24.22,25.03,-0.53,-2.1175,3.783,8143608,198775346.09,5292000000.0,5274139500.0,6837
2016-04-07,'300093,踢試產薛,25.03,26.4,25.0,26.0,25.98,-0.95,-3.6567,5.0695,10913075,279730999.56,5406480000.0,5388233130.0,9888
2016-04-06,'300093,踢試產薛,25.98,26.99,25.5,25.7,25.94,0.04,0.1542,7.1858,15468849,406182334.45,5611680000.0,5592740580.0,13413
2016-04-05,'300093,踢試產薛,25.94,26.15,24.43,25.1,25.0,0.94,3.76,5.1561,11099602,283069236.75,5603040000.0,5584129740.0,10011
2016-04-01,'300093,踢試產薛,25.0,25.69,24.2,25.56,25.67,-0.67,-2.6101,4.9437,10642328,265144057.28,5400000000.0,5381775000.0,9518
2016-03-31,'300093,踢試產薛,25.67,26.7,25.06,25.18,24.9,0.77,3.0924,7.9273,17065223,438147770.73,5544720000.0,5526006570.0,14476
2016-03-30,'300093,踢試產薛,24.9,25.15,23.81,23.87,23.95,0.95,3.9666,6.381,13736394,335284388.03,5378400000.0,5360247900.0,9938
2016-03-29,'300093,踢試產薛,23.95,24.37,23.0,24.22,24.35,-0.4,-1.6427,4.4449,9568588,226448831.67,5173200000.0,5155740450.0,9237
2016-03-28,'300093,踢試產薛,24.35,26.32,24.0,26.1,25.76,-1.41,-5.4736,7.0617,15201734,385192900.67,5259600000.0,5241848850.0,13013
2016-03-25,'300093,踢試產薛,25.76,26.18,24.8,24.94,25.1,0.66,2.6295,8.7911,18924661,485083612.82,5564160000.0,5545380960.0,16398
2016-03-24,'300093,踢試產薛,25.1,26.58,23.72,24.0,24.52,0.58,2.3654,8.6293,18576308,462416536.34,5421600000.0,5403302100.0,13718
2016-03-23,'300093,踢試產薛,24.52,24.65,23.7,24.34,24.39,0.13,0.533,5.4572,11747859,285085394.79,5296320000.0,5278444920.0,8756
2016-03-22,'300093,踢試產薛,24.39,25.12,23.95,24.18,24.68,-0.29,-1.175,5.5916,12037155,295288976.28,5268240000.0,5250459690.0,8855
2016-03-21,'300093,踢試產薛,24.68,24.85,23.94,24.7,23.95,0.73,3.048,7.5381,16227291,395864798.71,5330880000.0,5312888280.0,11425
2016-03-18,'300093,踢試產薛,23.95,24.5,22.61,22.61,22.6,1.35,5.9735,7.9272,17064995,401457108.65,5173200000.0,5155740450.0,11612
2016-03-17,'300093,踢試產薛,22.6,22.76,20.9,20.9,20.84,1.76,8.4453,7.2252,15553738,341601129.05,4881600000.0,4865124600.0,11420
2016-03-16,'300093,踢試產薛,20.84,22.09,20.38,21.96,21.28,-0.44,-2.0677,4.7627,10252628,217451260.24,4501440000.0,4486247640.0,7553
2016-03-15,'300093,踢試產薛,21.28,22.19,21.02,21.12,21.35,-0.07,-0.3279,4.908,10565437,227674450.78,4596480000.0,4580966880.0,7692
2016-03-14,'300093,踢試產薛,21.35,22.0,20.31,20.58,20.1,1.25,6.2189,5.2715,11347945,241527844.99,4611600000.0,4596035850.0,8602
2016-03-11,'300093,踢試產薛,20.1,20.54,19.61,19.85,20.35,-0.25,-1.2285,3.3832,7282998,145639208.07,4341600000.0,4326947100.0,5994
2016-03-10,'300093,踢試產薛,20.35,21.65,19.92,21.5,21.42,-1.07,-4.9953,5.4473,11726561,242776403.2,4395600000.0,4380764850.0,9341
2016-03-09,'300093,踢試產薛,21.42,22.45,21.25,21.64,22.3,-0.88,-3.9462,4.6275,9961664,217926549.01,4626720000.0,4611104820.0,7438
2016-03-08,'300093,踢試產薛,22.3,22.46,19.61,21.7,21.7,0.6,2.765,6.1442,13226758,282101105.77,4816800000.0,4800543300.0,10018
2016-03-07,'300093,踢試產薛,21.7,22.56,21.33,21.6,21.15,0.55,2.6005,4.5687,9835017,215879266.16,4687200000.0,4671380700.0,7702
2016-03-04,'300093,踢試產薛,21.15,23.78,21.15,23.3,23.5,-2.35,-10.0,6.8472,14740078,326317466.86,4568400000.0,4552981650.0,11751
2016-03-03,'300093,踢試產薛,23.5,24.79,23.5,24.01,23.9,-0.4,-1.6736,6.4032,13784259,332680011.03,5076000000.0,5058868500.0,10859
2016-03-02,'300093,踢試產薛,23.9,23.95,21.84,22.01,22.29,1.61,7.223,7.0051,15080001,345286595.96,5162400000.0,5144976900.0,10895
2016-03-01,'300093,踢試產薛,22.29,23.06,20.65,21.15,21.24,1.05,4.9435,6.6525,14320856,311504456.12,4814640000.0,4798390590.0,10457
2016-02-29,'300093,踢試產薛,21.24,23.8,21.24,23.73,23.6,-2.36,-10.0,6.2952,13551782,295888863.28,4587840000.0,4572356040.0,9489
2016-02-26,'300093,踢試產薛,23.6,25.3,22.86,24.9,24.86,-1.26,-5.0684,6.7666,14566518,351820125.88,5097600000.0,5080395600.0,10811
2016-02-25,'300093,踢試產薛,24.86,27.42,24.86,27.17,27.62,-2.76,-9.9928,7.5376,16226304,420069102.58,5369760000.0,5351637060.0,12167
2016-02-24,'300093,踢試產薛,27.62,29.17,26.5,28.86,29.13,-1.51,-5.1837,7.9969,17214947,478195363.98,5965920000.0,5945785020.0,16038
2016-02-23,'300093,踢試產薛,29.13,29.4,27.66,28.36,28.3,0.83,2.9329,8.0156,17255272,491863661.44,6292080000.0,6270844230.0,15501
2016-02-22,'300093,踢試產薛,28.3,28.73,27.12,27.7,27.51,0.79,2.8717,7.9365,17084972,475377064.42,6112800000.0,6092169300.0,14254
2016-02-19,'300093,踢試產薛,27.51,28.93,26.02,26.02,26.3,1.21,4.6008,9.3877,20209087,563891158.63,5942160000.0,5922105210.0,15754
2016-02-18,'300093,踢試產薛,26.3,27.55,26.15,27.15,27.4,-1.1,-4.0146,7.4491,16035744,431189297.4,5680800000.0,5661627300.0,13383
2016-02-17,'300093,踢試產薛,27.4,27.8,25.22,25.6,25.67,1.73,6.7394,8.1728,17593740,463560268.61,5918400000.0,5898425400.0,14961
2016-02-16,'300093,踢試產薛,25.67,26.18,24.6,24.75,24.55,1.12,4.5621,6.7791,14593467,372740471.98,5544720000.0,5526006570.0,11004
2016-02-15,'300093,踢試產薛,24.55,25.5,22.2,22.2,23.4,1.15,4.9145,6.7862,14608699,350119947.33,5302800000.0,5284903050.0,10741
2016-02-05,'300093,踢試產薛,23.4,24.78,23.26,24.5,24.79,-1.39,-5.6071,5.6584,12180857,291559234.35,5054400000.0,5037341400.0,9400
2016-02-04,'300093,踢試產薛,24.79,25.45,24.36,24.48,24.68,0.11,0.4457,6.4514,13888088,345705755.74,5354640000.0,5336568090.0,10112
2016-02-03,'300093,踢試產薛,24.68,24.99,23.38,23.96,24.07,0.61,2.5343,8.2844,17834002,429866190.17,5330880000.0,5312888280.0,11150
2016-02-02,'300093,踢試產薛,24.07,24.07,21.71,22.0,21.88,2.19,10.0091,4.9767,10713366,249319019.54,5199120000.0,5181572970.0,6253
2016-02-01,'300093,踢試產薛,21.88,23.65,20.8,22.71,22.85,-0.97,-4.2451,5.9315,12768830,286234841.14,4726080000.0,4710129480.0,8314
2016-01-29,'300093,踢試產薛,22.85,23.86,20.69,21.89,22.49,0.36,1.6007,7.3257,15770049,352221585.1,4935600000.0,4918942350.0,10800
2016-01-28,'300093,踢試產薛,22.49,25.18,22.49,24.3,24.99,-2.5,-10.004,6.9154,14886915,352662656.21,4857840000.0,4841444790.0,9557
2016-01-27,'300093,踢試產薛,24.99,25.98,23.45,25.51,26.06,-1.07,-4.1059,8.2614,17784473,437334963.02,5397840000.0,5379622290.0,12406
2016-01-26,'300093,踢試產薛,26.06,28.67,26.06,28.37,28.95,-2.89,-9.9827,7.845,16888102,459739131.61,5628960000.0,5609962260.0,14914
2016-01-25,'300093,踢試產薛,28.95,30.6,28.51,29.0,28.27,0.68,2.4054,11.1052,23906180,703545118.31,6253200000.0,6232095450.0,18116
2016-01-22,'300093,踢試產薛,28.27,28.27,25.8,26.2,25.7,2.57,10.0,7.476,16093617,433949210.89,6106320000.0,6085711170.0,12663
